1,2
1,12
1,8
1,4
2,16
2,15
2,1
2,8
2,3
3,5
3,10
4,8
4,7
4,2
5,1
5,4
5,12
5,13
6,2
7,9
8,5
8,8
8,13
8,11
8,4
9,9
9,6
9,14
9,1
10,15
10,6
11,15
11,9
11,16
12,4
12,1
12,7
12,5
13,11
13,8
14,8
14,13
14,14
14,6
15,17
15,13
15,15
15,2
16,15
16,17
16,5
16,12
17,5
17,9
17,16
17,4
18,13
19,15
19,5
19,11
20,9
21,2
21,16
21,6
21,8
22,3
22,10
22,16
22,1
23,7
23,15
23,5
24,11
24,10
24,6
25,2
26,14
26,3
27,16
28,9
28,4
28,5
28,8
29,2
29,12
29,11
30,16
30,1
30,9
31,10
31,1
31,16
31,7
31,5
32,6
32,10
33,5
33,14
33,7
33,10
33,15
34,11
34,1
34,12
34,3
35,14
35,10
36,7
36,12
37,4
37,7
37,1
37,6
37,8
38,7
39,14
40,8
40,14
40,4
40,1
40,6
41,1
41,16
41,4
42,12
43,7
43,14
43,3
43,6
44,14
44,7
45,17
45,6
45,9
45,8
45,10
46,7
47,14
47,10
48,12
49,6
49,4
49,17
49,12
49,16
50,6
50,2
51,3
51,6
51,14
51,13
51,4
52,1
52,3
52,5
52,8
53,12
53,2
53,16
53,1
54,5
54,17
54,13
55,10
56,12
56,1
56,5
56,15
56,14
57,10
57,15
57,6
58,2
58,9
59,13
59,4
59,5
60,1
60,10
60,12
60,2
61,3
62,9
62,13
62,16
63,8
63,4
63,16
64,4
64,15
64,13
64,10
65,1
65,15
65,2
66,4
66,16
66,9
66,1
67,12
67,1
68,2
68,11
68,16
69,7
69,1
70,7
70,10
70,1
71,10
71,1
71,6
72,1
72,12
72,6
72,7
72,3
73,10
73,6
73,8
73,2
74,8
75,15
76,8
76,14
77,8
77,5
77,2
78,16
78,5
78,11
79,9
80,9
80,4
80,8
80,16
81,2
81,10
82,2
82,6
82,10
83,7
84,10
85,9
86,5
86,4
86,1
86,16
86,13
87,2
87,4
87,15
88,16
88,14
88,10
89,1
90,5
91,4
91,3
91,12
91,10
92,3
92,14
93,12
93,16
93,4
93,14
93,8
94,10
94,11
94,13
94,4
95,10
95,4
95,12
95,16
95,14
96,4
96,3
96,7
97,7
97,1
97,11
98,7
99,7
99,1
99,17
99,14
99,12
100,6
101,17
101,1
102,1
102,10
102,16
102,8
102,15
103,1
103,6
103,3
103,2
104,5
104,16
105,1
105,14
105,10
105,7
105,5
106,1
106,6
106,10
107,3
107,15
107,6
108,15
108,2
108,9
109,12
109,13
110,12
110,10
110,14
111,8
111,14
111,17
111,10
111,11
112,3
113,4
113,6
113,13
114,15
114,16
115,11
115,1
115,6
116,5
117,9
117,11
117,1
117,6
118,8
118,7
118,2
118,12
118,1
119,15
119,10
119,3
120,12
120,1
121,8
121,2
121,17
121,6
121,3
122,3
122,7
122,16
122,6
122,1
123,14
124,14
125,16
125,15
126,3
127,9
128,11
128,7
128,14
128,8
129,13
129,15
129,3
130,4
130,1
131,11
131,14
131,6
131,16
131,9
132,12
132,7
132,9
132,4
132,13
133,15
133,4
133,14
133,12
134,13
134,16
134,1
134,9
134,11
135,2
135,14
136,3
137,4
137,17
137,16
138,5
138,2
138,15
138,16
139,6
140,1
140,16
140,3
140,10
140,2
141,14
141,10
141,8
141,7
141,4
142,3
142,4
142,14
142,8
143,5
143,9
143,12
143,15
143,10
144,6
144,11
144,8
144,5
145,4
146,10
146,6
146,1
146,7
146,15
147,9
147,6
147,16
148,1
148,8
149,3
150,15
151,4
151,12
151,11
152,7
152,3
153,12
153,6
153,15
153,5
154,13
155,2
156,6
157,6
157,8
157,3
157,12
157,1
158,13
158,12
158,8
158,14
159,6
159,14
160,8
160,9
160,13
161,2
162,15
162,1
162,7
163,6
164,11
165,17
166,4
167,5
168,9
168,11
168,1
169,13
169,14
170,1
170,10
170,8
170,5
171,4
171,5
172,10
172,6
172,5
173,15
173,6
173,14
174,8
174,12
174,14
174,3
175,14
175,1
175,4
175,6
175,16
176,4
176,5
176,9
176,12
176,16
177,13
177,7
177,4
177,11
177,12
178,12
178,3
179,7
179,14
179,1
179,2
180,4
180,10
180,2
181,5
181,17
181,7
181,2
182,10
183,10
183,11
183,7
184,12
185,6
186,11
186,12
186,6
186,4
186,1
187,14
188,5
189,15
189,9
190,2
190,6
190,10
191,3
191,15
191,7
192,10
192,11
192,17
193,12
193,4
193,10
193,3
193,2
194,13
194,16
194,1
195,3
195,10
195,17
196,5
196,13
197,6
198,1
199,7
199,10
199,1
200,4
200,1
201,3
202,8
202,4
202,6
203,7
203,2
203,1
203,5
203,12
204,17
204,1
204,8
204,16
205,5
205,15
206,2
206,1
206,13
206,14
206,5
207,17
208,6
208,17
208,11
208,10
209,7
209,13
209,1
209,11
210,2
210,14
211,10
211,6
211,3
211,17
212,9
212,3
212,8
213,15
213,12
214,16
214,1
214,11
214,7
214,15
215,15
215,11
216,14
217,15
217,14
218,6
218,2
218,9
218,13
219,3
219,7
219,1
219,10
220,16
220,1
220,2
220,13
220,9
221,7
221,2
221,1
222,11
223,9
223,14
223,15
223,13
224,1
224,14
224,3
224,12
225,12
225,7
225,1
226,13
226,3
226,8
227,6
227,1
227,16
227,7
227,2
228,3
228,12
228,10
228,13
229,4
230,10
230,4
230,2
231,13
231,3
231,1
231,6
232,2
232,3
233,6
233,15
234,1
234,9
234,7
235,13
235,4
235,15
235,6
236,10
236,1
236,16
236,2
236,12
237,5
238,16
238,3
238,17
238,7
238,2
239,13
239,12
239,6
240,8
240,16
241,12
242,12
242,9
242,7
242,3
243,6
243,7
244,15
244,13
244,6
245,8
245,10
246,1
246,5
246,3
246,6
246,12
247,1
248,10
248,1
248,7
248,6
248,16
249,12
249,9
249,10
249,1
249,2
250,2
250,7
250,14
250,10
250,16
251,11
251,10
251,1
252,6
252,11
252,3
253,10
254,11
255,13
255,5
255,7
256,13
256,1
257,14
257,1
258,9
259,8
260,7
260,12
261,10
261,4
262,2
263,15
263,13
263,14
263,9
264,15
265,4
265,8
265,9
265,5
265,10
266,7
266,5
266,10
266,13
267,12
268,8
269,4
269,7
270,9
270,15
271,16
271,14
272,6
272,1
273,6
273,4
274,8
274,2
274,14
274,3
275,1
275,5
275,7
275,14
275,11
276,6
276,16
277,4
278,7
279,9
279,8
279,11
280,10
280,3
280,11
281,8
281,11
281,7
281,16
282,9
282,11
282,3
282,7
283,10
283,7
284,5
285,16
285,1
285,6
286,6
287,17
287,9
288,8
288,13
288,1
288,10
289,12
290,17
290,4
290,6
290,8
290,7
291,6
291,14
291,7
291,1
291,3
292,9
293,4
293,14
293,1
293,7
293,16
294,13
294,2
294,9
294,5
294,11
295,13
295,9
295,7
296,2
296,11
297,14
297,6
298,3
298,10
299,15
299,12
300,3
301,16
301,9
301,17
301,5
301,2
302,14
302,1
303,16
303,2
303,10
303,5
303,6
304,10
304,2
304,13
304,6
305,15
305,1
305,5
306,12
306,17
307,10
307,16
307,3
308,10
308,17
308,15
309,9
309,15
310,8
310,7
310,2
310,1
311,15
312,17
313,15
313,6
314,16
314,2
314,13
314,8
315,1
315,4
315,5
316,15
316,14
316,5
316,9
317,9
317,1
317,10
317,3
317,5
318,1
319,5
319,1
319,17
320,3
321,5
322,1
322,4
322,15
322,13
323,13
323,17
323,11
323,3
324,17
324,16
324,3
324,6
324,1
325,12
325,13
326,5
326,4
327,3
327,8
328,12
328,16
329,9
330,1
330,14
331,4
331,16
331,10
331,15
332,5
333,10
333,1
334,3
334,1
334,16
335,7
335,5
335,16
335,1
336,9
337,8
338,7
338,15
339,14
339,12
340,9
340,4
340,13
341,10
341,3
342,2
342,9
343,7
343,2
343,15
343,6
344,4
344,3
345,3
345,1
345,10
345,14
346,1
346,6
347,7
347,2
347,4
347,10
348,4
348,12
348,10
348,6
349,1
350,1
351,17
351,12
352,13
352,6
352,7
353,13
354,11
354,9
354,5
354,16
355,16
355,1
355,3
355,11
355,8
356,1
356,17
356,12
356,15
357,8
357,14
357,13
357,3
358,8
358,4
358,6
359,17
359,6
359,10
359,5
359,15
360,15
360,3
361,9
361,1
362,5
362,13
363,11
363,9
363,4
364,9
364,16
364,5
365,2
365,15
365,16
366,14
366,15
366,7
366,2
366,9
367,8
368,15
368,13
368,6
368,14
368,5
369,13
369,12
369,4
369,15
369,16
370,2
371,8
371,1
371,11
372,1
373,7
373,3
373,13
374,14
374,12
374,3
374,15
374,1
375,8
375,4
375,11
376,1
376,6
376,2
376,15
376,5
377,13
377,7
377,6
377,15
378,5
379,10
380,4
381,16
381,1
381,10
381,7
382,6
382,3
382,7
382,14
383,14
383,13
383,17
384,10
384,11
384,8
385,11
385,2
385,17
386,14
386,15
386,8
387,2
387,5
387,4
388,10
388,5
388,13
388,7
389,3
390,2
391,3
391,9
391,1
392,11
392,3
392,17
392,16
392,7
393,10
393,12
394,8
394,9
395,8
396,4
396,12
396,6
396,16
397,17
397,14
397,6
398,12
398,15
399,3
399,14
399,10
400,12
400,14
400,10
400,11
400,9
401,8
401,15
401,9
401,1
401,7
402,8
402,12
402,5
402,14
402,11
403,4
403,13
403,6
403,9
403,1
404,10
404,13
405,12
406,7
406,10
406,6
406,1
406,8
407,7
407,1
407,6
407,17
407,5
408,5
408,1
408,2
408,14
408,12
409,2
410,9
410,3
410,8
410,2
410,15
411,13
411,5
411,6
411,1
412,1
412,13
413,4
413,3
413,9
414,11
415,9
416,1
417,11
417,3
417,8
417,15
417,1
418,16
418,2
418,3
418,8
418,5
419,9
419,7
419,8
419,17
420,3
420,11
420,16
420,5
421,9
421,15
422,4
422,12
422,16
422,14
423,15
424,14
424,2
424,15
424,17
424,16
425,6
425,1
425,4
425,12
425,9
426,4
426,2
426,11
426,7
426,14
427,6
428,9
428,4
429,5
429,14
429,7
430,2
430,7
430,5
431,17
431,6
431,1
431,15
432,16
433,17
433,4
433,6
434,4
435,13
435,1
435,7
435,3
435,12
436,15
436,16
436,12
437,12
437,17
437,5
438,3
438,14
438,2
439,11
439,17
439,15
439,10
440,4
440,1
440,8
440,11
440,3
441,1
441,5
442,14
442,17
442,11
443,10
443,11
443,13
444,7
444,11
445,1
445,9
445,10
445,14
446,2
446,17
446,1
447,2
447,11
447,1
448,11
449,14
450,3
451,17
451,1
451,15
452,16
452,4
452,6
452,17
453,15
453,11
454,5
454,10
454,11
454,14
454,2
455,16
455,6
455,12
455,9
455,10
456,14
456,7
456,2
457,12
458,14
458,9
459,15
459,9
459,4
459,16
460,5
461,9
461,4
461,3
462,11
462,16
462,2
463,3
463,15
463,16
464,15
464,11
464,9
465,3
465,1
465,4
466,8
466,5
466,13
466,7
467,10
467,3
467,8
468,15
469,12
469,14
470,12
470,6
470,8
470,13
471,17
471,13
472,4
472,5
472,9
472,3
472,10
473,1
474,10
474,15
474,14
474,11
474,6
475,13
476,17
476,10
477,13
477,11
477,12
478,10
478,14
478,5
479,6
479,16
480,1
481,11
481,14
481,5
481,4
482,4
482,14
483,13
483,12
484,7
485,1
485,15
485,5
486,16
486,9
486,1
486,11
487,1
487,9
488,16
488,2
488,4
488,13
489,2
489,7
490,12
490,5
490,1
490,4
491,1
492,5
492,10
492,3
493,10
493,11
493,12
493,15
493,5
494,2
494,1
494,6
494,8
495,14
495,2
495,3
495,10
496,1
496,3
496,9
497,15
497,4
497,1
497,7
497,16
498,16
499,9
499,7
499,15
499,5
500,2
500,11
500,14
500,1
501,6
501,3
501,5
501,7
501,4
502,16
502,15
503,13
503,9
503,16
504,3
505,6
505,15
505,10
506,4
506,5
506,9
506,3
506,6
507,15
507,12
507,9
507,17
508,5
